"","OR","2.5 %","97.5 %"
"monitoring1",1.64646102068167,1.1396990546371,2.37855237450143
"trad.pko1",0.866303269611022,0.600765800546507,1.24920785147231
"multi.pko1",1.35994811708072,0.95690860433923,1.93274349584147
"sanctions1",0.539515059796519,0.389161379756307,0.747958340392137
"threat1",0.721521675894383,0.542240056552007,0.960079438055142
"pos.inc1",0.804330841372628,0.518888249353625,1.2467965948142
"sc.mission.prior1",0.649395272006832,0.456118324243537,0.92457197374
"p5.vetoes.2yr1",1.70941512877725,0.908691068162164,3.21572444681615
"p5.abstentions.past.2yr1",1.17768861164063,0.691701740744687,2.00512791032567
"p5.abstentions.change",0.751865787031484,0.466594591749032,1.21154889427551
"prior.consent1",0.974986928619715,0.793992931129449,1.1972392621016
"intensity.med1",0.564780523477951,0.385793851925472,0.826806954304829
"intensity.high1",0.50633010742823,0.341932691412944,0.749767963481066
"prox.war1",0.544758665100544,0.41497334414738,0.715135098163631
"shock",0.475423833807604,0.306495206926353,0.737459564275118
"lootable1",0.691980736901935,0.30908594788694,1.54920449640919
"dod.med1",0.395084863745584,0.305777783058215,0.510475443963664
"dod.high1",0.225402657462128,0.168521462845285,0.301483010728631
