"","OR","2.5 %","97.5 %"
"trad.pko1",0.969338652624686,0.696766407333194,1.34854007538701
"multi.pko1",1.71015127844503,1.22307284457073,2.3912045861779
"sanctions1",0.675947745005603,0.486797531344518,0.93859422975339
"threat1",0.925706050508735,0.696721879611939,1.22994801372647
"pos.inc1",0.800516989854465,0.513979110852256,1.24679668398014
"sc.mission.prior1",0.636228658497007,0.449275367594787,0.900977296084457
"p5.vetoes.2yr1",2.10180044147557,1.11225522279975,3.97171890518714
"p5.abstentions.past.2yr1",0.914538195054126,0.543373222153114,1.53923689301196
"p5.abstentions.change",0.937857151768517,0.589091036383957,1.49310714778907
"prior.consent1",0.997870293042373,0.813668635609218,1.22377228045779
"intensity.med1",0.518707717260436,0.356068683815368,0.755634258712419
"intensity.high1",0.616671179669393,0.421836209472329,0.901495261183327
"prox.war1",0.685349414613631,0.524600437820016,0.895355371915256
"shock",0.577319484090897,0.379404564067283,0.878475954896191
"lootable1",0.26662563121718,0.119154158990587,0.59661557619299
"dod.med1",0.401323618669963,0.310265671446232,0.519105597959346
"dod.high1",0.286830280737469,0.215362022997696,0.382015402728713
