"","OR","2.5 %","97.5 %"
"monitoring1",1.91169191467716,1.33202214540028,2.74362253605313
"trad.pko1",0.599869485208161,0.42645175820068,0.843807986165152
"sanctions.general1",0.707956237359704,0.335765234586331,1.4927156905747
"sanctions.arms1",0.660473830835024,0.461278600734447,0.945688095054344
"sanctions.financial1",7.38958687705272,1.80940537730962,30.1789719972551
"sanctions.travel1",1.02951405510482,0.301314681906138,3.51758229288187
"sanctions.targeted1",0.696434318093578,0.340625141335901,1.42391356526491
"sanctions.diplo1",0.177907464561285,0.0529131578022368,0.598170044300155
"threat.benefits1",0.215445821235777,0.0486038563973027,0.955004506402386
"threat.fin.benefits1",2.02389316750411,0.708735648802509,5.77950828407001
"threat.pko1",4.25190420631822,0.923677169475384,19.5725194658374
"threat.other1",4.84554698836308,1.24697501689792,18.8290264826987
"threat.force1",0.924427180450815,0.58498618669315,1.46083041171791
"threat.sanctions1",1.03428536113171,0.549843729646331,1.94554588981024
"pos.inc1",0.459625620385821,0.271820086527953,0.777189477104098
"sc.mission.prior1",0.578984274679331,0.403066143858615,0.831681835434776
"p5.vetoes.2yr1",2.31932821692189,1.16507904258284,4.61709736524387
"p5.abstentions.past.2yr1",0.754239639492378,0.439416790623448,1.29461924514642
"p5.abstentions.change",0.886053432171283,0.545762454356363,1.4385208773447
"prior.consent1",1.00583220815166,0.815462612840636,1.24064355008384
"intensity.med1",0.688736062300572,0.465458139947769,1.0191192779796
"intensity.high1",0.672924381783797,0.452439750547598,1.00085640806547
"prox.war1",0.826015873679272,0.60423402077345,1.12920193188849
"shock",0.693194231350588,0.447049585277005,1.07486564847161
"lootable1",0.497480887065909,0.210203837836968,1.17736781374959
"dod.med1",0.393711213961871,0.302907122926912,0.511736133840379
"dod.high1",0.243111487602277,0.178262956853529,0.331550628618567
"mil1",0.641058694214866,0.508079435435086,0.80884251706931
"hum1",0.405267449473331,0.307925587934,0.53338115453342
"gov1",1.1791226684709,0.919770596498972,1.51160547270604
"ext1",0.879958347811747,0.623749808961506,1.24140590146676
"coop1",0.936197441658695,0.737827954292329,1.18789975992293
